Plant_ID,Latitude,Longitude,River_Flow_m3s,Annual_Rainfall_mm,Elevation_m,Slope_deg,Reservoir_Capacity_MCM,Distance_to_Grid_km,Distance_to_Road_km,Environmental_Risk_Score,Seismic_Risk_Score,Installed_Capacity_MW,Site_Suitability_Score
HYDRO_1,18.861663446573512,73.36885493631996,1345.4431344927345,2854.460479731143,1737.3878409365986,18.319962892207453,3244.8022008483317,8.721091491048604,72.16665843276586,0.9135780114026949,0.3736408184666985,1601.4265316573253,0.5163092117287078
HYDRO_2,35.57071488588757,83.71512747397239,1272.5450554063991,3288.384890169803,2426.0253714349597,21.831169012500943,870.2079469047794,38.167733117994736,68.8846589391062,0.525360481819498,0.3329120962314033,418.0069710823502,0.6090657200477025
HYDRO_3,29.227824312530746,93.31542924041584,4535.960173579132,1376.6376457737465,2292.474742880969,38.600085300895934,4363.248871140527,166.41791521289855,10.027542767004087,0.7249102718360844,0.17615391250286005,1775.7725027230892,0.5597233132538162
HYDRO_4,25.361096041714063,89.23452170587727,1285.2536892550552,2687.059348624496,504.0047188466324,15.960192986635255,3069.4500329555153,153.58690291132882,92.2959542881271,0.4360482979725878,0.6072666701014879,947.782943032289,0.3826129724071033
HYDRO_5,12.52454057283066,91.39027328798204,1396.1511443367235,2501.1109410031204,490.28593573734804,39.26458613173554,794.4473789492017,70.77789559997223,57.06298411460355,0.6300345775424382,0.4766241605086289,161.7845565947593,0.42432217649957765
HYDRO_6,12.523841089749876,87.10471763461081,3809.0213989689205,3414.906318758949,841.1143848474943,4.877914962974426,4812.066906831222,75.98531492706829,36.69068935300058,0.3405759374211187,0.8657009923240037,2846.225192331162,0.6091155975027763
HYDRO_7,9.684424752877785,88.07602037101772,2276.212220130173,3671.304711684412,1115.1704427060597,35.17913123717975,2596.64366204325,107.17733227716231,75.77558905778301,0.30115901978544535,0.03210958048205825,1926.263655347542,0.624719662067506
HYDRO_8,33.11910822747312,92.62667389539426,3894.717256928147,542.5487001708539,1254.9439651550238,38.2920958544084,373.76327483955845,1.0479599323417754,26.107863110962587,0.5782297861695137,0.6438679275551263,2631.3722009531866,0.5332731067712346
HYDRO_9,25.432335340553056,75.24037225691639,373.56247994370693,2859.069716705774,2055.1067896583686,8.999976724842906,3137.8961930311852,49.00762287156754,69.50422878610888,0.49812967418398035,0.7629488785115611,2029.7877350146932,0.4769004327669979
HYDRO_10,28.53410475608532,82.19332394565107,2463.477408683252,681.4252969190516,217.20727488921443,19.93524742437682,1273.462545993923,42.43812991303467,4.451265153438598,0.5795363691499811,0.759486569188307,1074.1661579596382,0.37366664731149113
HYDRO_11,8.59695033457827,74.41507381276847,216.38732090724903,2421.0053277707457,152.28447746689585,8.281990085200848,4020.4303248677393,50.84610640320293,84.02109974212256,0.286660581287023,0.8860739670955251,1540.5007766247902,0.3697883331242657
HYDRO_12,36.12738571269784,96.64237223190275,360.13335710400486,1506.7145516528738,1206.1361606845317,32.09058167574558,4090.9321470952914,161.37526266415483,45.09299927862119,0.36695783181699526,0.7290337428294941,2028.8615472397953,0.3047405193050638
HYDRO_13,32.140836583212234,95.37772085091179,4536.865394054834,1573.7180983274943,2106.632891807042,24.555301794712896,4894.9473057147625,56.65509745274219,63.8509449786152,0.08389796062890931,0.9278100616476963,2880.9557139783055,0.6637119668973858
HYDRO_14,14.157834209670009,69.14337752968667,739.2645870320961,1735.354762083248,620.6342617216236,28.954227255166124,2514.3289598122733,39.11274308797948,22.513163070765025,0.05227637227220572,0.33265659982089146,764.7400300694809,0.4844713397484533
HYDRO_15,13.272924049005919,88.46168000295496,2685.4823772623245,2674.5235716736356,1942.4382197059426,9.64542654607329,2280.234829841408,101.34842869781328,67.86883440951557,0.25345712967301626,0.5032094167515431,2625.5562905792326,0.6012459400830701
HYDRO_16,13.31873078574958,94.8322012050543,2084.9232328734975,1669.1748798406923,816.4930069238834,10.31681793030646,3769.8432711779383,173.26336223817364,77.33790745138103,0.07424685933054576,0.014079663282890675,2772.613026856337,0.4862435079642399
HYDRO_17,16.823025045826594,73.23668500869267,1769.3494649812712,3064.4466770659815,2663.954020999873,2.8258823224358802,671.0285751462136,49.028591063662475,47.58471209499768,0.1037747086347407,0.006957587303291213,2012.8944664035748,0.7223600051514382
HYDRO_18,23.2179365173349,84.47041168602625,4504.175061151998,1915.845849508544,2692.2853355865186,15.170971548612108,2739.1084138276897,16.62871231576694,61.96382894414853,0.8129284053939371,0.2401266204515199,2794.143549067007,0.6980008164112803
HYDRO_19,20.526405540621358,94.54916063005321,158.02581403867305,739.2362010848551,926.9972526299132,25.628765098681697,2735.7755246529464,71.92454243408328,45.904429420328654,0.0388736970166893,0.10080719713908526,1196.6463694947186,0.4214331266273922
HYDRO_20,16.445645065743214,68.98443337898817,3335.758946569166,3243.1594486943754,728.4815741915595,38.749136215882466,456.4708828238322,149.7827130884306,89.46209124115563,0.6589427939347428,0.2602113679357536,2859.283447241126,0.5285520149813359
HYDRO_21,25.743733946949003,88.22518775015836,4818.802449357075,1500.154136074471,1263.3467175953822,30.34480768818195,2095.740586679499,110.58741839426413,50.037983461174754,0.2725577488154005,0.1770432945283974,2109.834717112095,0.6381861827307406
HYDRO_22,12.045321958909213,76.62312121380397,2822.8325081361177,2014.684078597419,759.5681762814387,20.15743822958906,4267.891144850338,163.54188054529513,84.25996654836747,0.8715456807081264,0.02852002483864824,130.80727341934164,0.4239085407273057
HYDRO_23,16.472194807521326,94.80748966591938,4687.271187063805,2899.0535912766554,2033.5323377105258,42.937285033342064,4282.206573753355,191.95883737423756,80.23452979788973,0.48499228457749954,0.9093041464060494,2721.084131298063,0.5739757358219262
HYDRO_24,18.62449345551706,96.16068910979567,308.67650246581763,1663.596550020492,2486.8908194174423,32.6467888253366,505.1959479492082,158.7398328735718,41.34522972416148,0.30557645932782573,0.008223131388891525,1455.9960630544117,0.4574560159409634
HYDRO_25,21.226029542294043,95.38372818428958,2123.026929417099,698.0497965135047,2035.6217861880903,41.9272689259522,462.69720491167595,121.15681268990693,23.393406939818767,0.5176389356894345,0.7360821443370854,1383.6793194096094,0.40108288885993215
HYDRO_26,30.770102880397395,81.75221228306646,1337.7810652621533,1808.7236645448475,2481.833819385581,24.213870823975288,1320.850430239657,99.17497602242372,40.90517218969721,0.3819580190452688,0.15214788691951653,1701.5674849090046,0.5349009180735262
HYDRO_27,13.790539682592431,92.99923687869008,3667.5637766546124,3805.570039430062,1221.1268785120487,12.391788090898142,4375.082652144428,8.973748183305068,82.7086288896344,0.5643010646698302,0.9122296219996,452.4067175798276,0.6527128172960942
HYDRO_28,22.912798713994736,92.49193255751705,4907.420597961371,2746.0703905449536,511.13506359113956,3.3243742000477674,653.2238995167597,196.88007378399422,23.14943731402954,0.11453286832634824,0.8927959395898858,1410.152315459359,0.5545909639025067
HYDRO_29,25.180022496999232,77.25391372405441,1319.8238090990267,2850.1770203352244,2226.955294822897,32.94773346528942,3602.784045110957,77.31274339243346,52.68141641284606,0.9969905028125511,0.6539011463692573,2494.2260140696485,0.4473061148535602
HYDRO_30,9.347061968879935,92.03854875036964,3288.164277296669,2712.9875377317394,1113.399790167584,6.337331912243501,514.816441869385,31.293414569456495,80.70662642209437,0.42555587769671754,0.6722341498006051,51.36996511685843,0.6017065644420583
HYDRO_31,25.618800705141712,69.07322140674928,1030.5832821607137,1196.4724863580286,2030.248934425941,14.322105643966555,3119.4578902016488,133.67506222389488,35.67100877527369,0.34823063970736867,0.005339141969688543,822.386895171492,0.46009077121656705
HYDRO_32,12.945199586931455,85.29182647597953,2848.384760129469,1964.1685243579805,848.3996288462088,24.428719946891484,1786.7758226045326,57.573369529996405,64.39985888176838,0.7102098483162649,0.984871566113602,12.351486399313439,0.43524189777495315
HYDRO_33,9.886496196573106,74.67025628134338,2346.4658091072642,3128.289294271614,289.6274226796844,25.8343298623089,3946.6806751996764,117.56987591527847,24.940341617857044,0.3638994064953325,0.8778326035758144,1250.0553709037958,0.45792367748377605
HYDRO_34,35.51768058034666,71.49643968754108,4861.426381676109,854.805141436057,2978.116296688902,27.425660667433984,1176.1153396385644,117.76681366107366,11.373304814131913,0.8332743050287577,0.895106225730092,2186.3049539287354,0.5326664947520744
HYDRO_35,36.00332895916222,70.23164284724706,3062.2099998475096,1472.484716313993,510.79444839526786,8.315234535386828,3199.6171286558997,89.70023435967096,79.54123039673921,0.45427072436042526,0.6592445370508719,2397.3216281983123,0.45127700121328185
